Supplier_Name,CFN (REF),Material_Description,Manufacturer Name
Enovis Slovakia s. r. o.,6671.15.505,Multigen Plus Knee - Distal Femoral Augment #5 5 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6671.15.510,Multigen Plus Knee - Distal Femoral Augment #5 10 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6672.15.105,Multigen Plus Knee - Posterior  Femoral Augment #1 5 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6672.15.205,Multigen Plus Knee - Posterior Femoral Augment #2 5 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6672.15.210,Multigen Plus Knee - Posterior Femoral Augment #2 10 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6672.15.305,Multigen Plus Knee - Posterior Femoral Augment #3 5 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6672.15.310,Multigen Plus Knee - Posterior Femoral Augment #3 10 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6672.15.405,Multigen Plus Knee - Posterior Femoral Augment #4 5 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6672.15.410,Multigen Plus Knee - Posterior Femoral Augment #4 10 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6672.15.505,Multigen Plus Knee - Posterior Femoral Augment #5 5 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6672.15.510,Multigen Plus Knee - Posterior Femoral Augment #5 10 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6695.50.005,Multigen Plus Knee - Patellar Prothesis Dia.32 mm - UHMWPE,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6695.50.010,Multigen Plus Knee - Patellar Prothesis Dia.35 mm - UHMWPE,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6695.50.020,Multigen Plus Knee - Patellar Prothesis Dia.38 mm - UHMWPE,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6695.50.030,Multigen Plus Knee - Patellar Prothesis Dia.41 mm - UHMWPE,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6695.50.103,Multigen Plus Knee - Patellar Prothesis Dia.28 mm H.8 mm - UHMWPE,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6695.50.105,Multigen Plus Knee - Patellar Prothesis Dia.32 mm H.8 mm - UHMWPE,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6C10.14.150,AMF Revision TT Cones - Central Femur Dia. 15 mm,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6C10.14.180,AMF Revision TT Cones - Central Femur Dia. 18 mm,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6C10.14.210,AMF Revision TT Cones - Central Femur Dia. 21 mm,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6C10.14.240,AMF Revision TT Cones - Central Femur Dia. 24 mm,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6C10.14.270,AMF Revision TT Cones - Central Femur Dia. 27 mm,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6C12.14.L18,AMF Revision TT Cones - Bicondylar Femur Dia. 18 mm - Left,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6C12.14.L21,AMF Revision TT Cones - Bicondylar Femur Dia. 21 mm - Left,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6C12.14.L24,AMF Revision TT Cones - Bicondylar Femur Dia. 24 mm - Left,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6C12.14.L27,AMF Revision TT Cones - Bicondylar Femur Dia. 27 mm - Left,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6C12.14.R18,AMF Revision TT Cones - Bicondylar Femur Dia. 18 mm - Right,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6C12.14.R21,AMF Revision TT Cones - Bicondylar Femur Dia. 21 mm - Right,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6C12.14.R24,AMF Revision TT Cones - Bicondylar Femur Dia. 24 mm - Right,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6C12.14.R27,AMF Revision TT Cones - Bicondylar Femur Dia. 27 mm - Right,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6C21.14.180,AMF Revision TT Cones - Central Tibia Dia. 18 mm,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6C21.14.210,AMF Revision TT Cones - Central Tibia Dia. 21 mm,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6C21.14.240,AMF Revision TT Cones - Central Tibia Dia. 24 mm,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6C21.14.270,AMF Revision TT Cones - Central Tibia Dia. 27 mm,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6C21.14.300,AMF Revision TT Cones - Central Tibia Dia. 30 mm,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6C22.14.210,AMF Revision TT Cones - Peripheral Tibia Dia. 21 mm,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6C22.14.240,AMF Revision TT Cones - Peripheral Tibia Dia. 24 mm,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6C22.14.270,AMF Revision TT Cones - Peripheral Tibia Dia. 27 mm,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,6C22.14.300,AMF Revision TT Cones - Peripheral Tibia Dia. 30 mm,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7515.15.005,Revision Hip System - Neck with Locking Screw Taper 12/14 H.50 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7515.15.010,Revision Hip System - Neck with Locking Screw Taper 12/14 H.60 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7515.15.020,Revision Hip System - Neck with Locking Screw Taper 12/14 H.70 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7515.15.030,Revision Hip System - Neck with Locking Screw Taper 12/14 H.80 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7515.15.040,Revision Hip System - Neck with Locking Screw Taper 12/14 H.90 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7515.15.050,Revision Hip System - Neck with Locking Screw Taper 12/14 H.100 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7515.15.060,Revision Hip System - Neck with Locking Screw Taper 12/14 H.110 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7515.15.105,Revision Hip System - Lateralized Neck with Locking Screw Taper 12/14 H.50 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7515.15.110,Revision Hip System - Lateralized Neck with Locking Screw Taper 12/14 H.60 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7515.15.120,Revision Hip System - Lateralized Neck with Locking Screw Taper 12/14 H.70 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7515.15.130,Revision Hip System - Lateralized Neck with Locking Screw Taper 12/14 H.80 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7515.15.140,Revision Hip System - LateralizedNeck with Locking Screw Taper 12/14 H.90 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7515.15.150,Revision Hip System - Lateralized Neck with Locking Screw Taper 12/14 H.100 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7515.15.160,Revision Hip System - Lateralized Neck with Locking Screw Taper 12/14 H.110 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7590.15.010,Modulus Hip System - Neck with Screw CCD 125° S Taper A (Standard Version) - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7590.15.020,Modulus Hip System - Neck with Screw CCD 125° L Taper A (Standard Version) - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7590.15.030,Modulus Hip System - Neck with Screw CCD 125° S Taper B (Standard Version) - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7590.15.030,Modulus Hip System - Neck with Screw CCD 125° S Taper B (Standard Version) - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7590.15.040,Modulus Hip System - Neck with Screw CCD 125° L Taper B (Standard Version) - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7590.15.040,Modulus Hip System - Neck with Screw CCD 125° L Taper B (Standard Version) - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7590.15.050,Modulus Hip System - Neck with Screw CCD 125° S Taper B (Large Version) - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7590.15.050,Modulus Hip System - Neck with Screw CCD 125° S Taper B (Large Version) - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7590.15.060,Modulus Hip System - Neck with Screw CCD 125° L Taper B (Large Version) - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7590.15.060,Modulus Hip System - Neck with Screw CCD 125° L Taper B (Large Version) - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7595.15.010,Modulus Hip System - Neck with Screw CCD 135° S Taper A (Standard Version) - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7595.15.020,Modulus Hip System - Neck with Screw CCD 135° L Taper A (Standard Version) - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7595.15.030,Modulus Hip System - Neck with Screw CCD 135° S Taper B (Standard Version) - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7595.15.030,Modulus Hip System - Neck with Screw CCD 135° S Taper B (Standard Version) - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7595.15.040,Modulus Hip System - Neck with Screw CCD 135° L Taper B (Standard Version) - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7595.15.040,Modulus Hip System - Neck with Screw CCD 135° L Taper B (Standard Version) - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7595.15.050,Modulus Hip System - Neck with Screw CCD 135° S Taper B (Large Version) - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7595.15.050,Modulus Hip System - Neck with Screw CCD 135° S Taper B (Large Version) - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7595.15.060,Modulus Hip System - Neck with Screw CCD 135° L Taper B (Large Version) - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7595.15.060,Modulus Hip System - Neck with Screw CCD 135° L Taper B (Large Version) - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7612.50.080,Cement Plug - Dia.8/12 mm - UHMWPE + AISI 316L,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7612.50.120,Cement Plug - Dia.12/18 mm - UHMWPE + AISI 316L,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,7612.50.180,Cement Plug - Dia.18/22 mm - UHMWPE + AISI 316L,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,8420.15.005,Bone Screw - Self Tapping Dia.6.5 mm H.15 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,8420.15.010,Bone Screw - Self Tapping Dia.6.5 mm H.20 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,8420.15.020,Bone Screw - Self Tapping Dia.6.5 mm H.25 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,8420.15.030,Bone Screw - Self Tapping Dia.6.5 mm H.30 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,8420.15.040,Bone Screw - Self Tapping Dia.6.5 mm H.35 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,8420.15.050,Bone Screw - Self Tapping Dia.6.5 mm H.40 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,8420.15.060,Bone Screw - Self Tapping Dia.6.5 mm H.45 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,8420.15.070,Bone Screw - Self Tapping Dia.6.5 mm H.50 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,8420.15.080,Bone Screw - Self Tapping Dia.6.5 mm H.55 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,8420.15.090,Bone Screw - Self Tapping Dia.6.5 mm H.60 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,8420.15.100,Bone Screw - Self Tapping Dia.6.5 mm H.65 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,8420.15.110,Bone Screw - Self Tapping Dia.6.5 mm H.70 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,8420.15.120,Bone Screw - Self Tapping Dia.6.5 mm H.75 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,8420.15.130,Bone Screw - Self Tapping Dia.6.5 mm H.80 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,8420.15.140,Bone Screw - Self Tapping Dia.6.5 mm H.85 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,8420.15.150,Bone Screw - Self Tapping Dia.6.5 mm H.90 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,8610.28.200,Cerclage Band - Ti GR4,Limacorporate S.p.A.
Zimmer Slovakia,4154,SLIM NOZZLE 5PK,(Biomet France Sarl.)
Zimmer Slovakia,4160,OPTIVAC M,(Biomet France Sarl.)
Zimmer Slovakia,4161,OPTIVAC S,(Biomet France Sarl.)
Zimmer Slovakia,4248,ALLOFIT ALLOCLAS SHELL 58/LL,(ZIMMER GmbH)
Zimmer Slovakia,103531,TI LOW PROFILE SCREW 6.5X20MM,(Biomet 3i Dental Ibèrica S.L)
Zimmer Slovakia,103532,TI LOW PROFILE SCREW 6.5X25MM,(Biomet 3i Dental Ibèrica S.L)
Zimmer Slovakia,103533,TI LOW PROFILE SCREW 6.5X30MM,(Zimmer US  Inc.)
Zimmer Slovakia,103534,TI LOW PROFILE SCREW 6.5X35MM,(Biomet 3i Dental Ibèrica S.L)
Zimmer Slovakia,103535,TI LOW PROFILE SCREW 6.5X40MM,(Biomet 3i Dental Ibèrica S.L)
Zimmer Slovakia,154718,OXF UNI TIB TRAY SZA LM,(Biomet UK Ltd)
Zimmer Slovakia,154719,OXF UNI TIB TRAY SZA RM,(Biomet UK Ltd)
Zimmer Slovakia,154720,OXF UNI TIB TRAY SZ B LM PMA,(Biomet UK Ltd)
Zimmer Slovakia,154721,OXF UNI TIB TRAY SZ B RM PMA,(Biomet UK Ltd)
Zimmer Slovakia,154722,OXF UNI TIB TRAY SZ C LM PMA,(Biomet UK Ltd)
Zimmer Slovakia,154723,OXF UNI TIB TRAY SZ C RM PMA,(Biomet UK Ltd)
Zimmer Slovakia,154724,OXF UNI TIB TRAY SZ D LM PMA,(Biomet UK Ltd)
Zimmer Slovakia,154725,OXF UNI TIB TRAY SZ D RM PMA,(Biomet UK Ltd)
Zimmer Slovakia,154726,OXF UNI TIB TRAY SZ E LM PMA,(Biomet UK Ltd)
Zimmer Slovakia,154776,OXF UNI TIB TRAY SZ F RM PMA,(Biomet UK Ltd)
Zimmer Slovakia,154927,OXFORD PH3 CEMENTLESS FEM SZ L,(Biomet UK Ltd)
Zimmer Slovakia,159531,OXF UNI TIB TRAY SZ AA LM PMA,(Biomet UK Ltd)
Zimmer Slovakia,159532,OXF UNI TIB TRAY SZ AA RM PMA,(Biomet UK Ltd)
Zimmer Slovakia,159540,OXF ANAT BRG LT SM SIZE 3 PMA,(Biomet UK Ltd)
Zimmer Slovakia,159541,OXF ANAT BRG LT SM SIZE 4 PMA,(Biomet UK Ltd)
Zimmer Slovakia,159542,OXF ANAT BRG LT SM SIZE 5 PMA,(Biomet UK Ltd)
Zimmer Slovakia,159547,OXF ANAT BRG LT MD SIZE 3 PMA,(Biomet UK Ltd)
Zimmer Slovakia,159548,OXF ANAT BRG LT MD SIZE 4 PMA,(Biomet UK Ltd)
Zimmer Slovakia,159554,OXF ANAT BRG LT LG SIZE 3 PMA,(Biomet UK Ltd)
Zimmer Slovakia,159555,OXF ANAT BRG LT LG SIZE 4 PMA,(Biomet UK Ltd)
Zimmer Slovakia,159561,OXF ANAT BRG LT XL SIZE 3 PMA,(Biomet UK Ltd)
Zimmer Slovakia,159562,OXF ANAT BRG LT XL SIZE 4 PMA,(Biomet UK Ltd)
Zimmer Slovakia,159568,OXF ANAT BRG RT SM SIZE 3 PMA,(Biomet UK Ltd)
Zimmer Slovakia,159569,OXF ANAT BRG RT SM SIZE 4 PMA,(Biomet UK Ltd)
Zimmer Slovakia,159570,OXF ANAT BRG RT SM SIZE 5 PMA,(Biomet UK Ltd)
Zimmer Slovakia,159571,OXF ANAT BRG RT SM SIZE 6 PMA,(Biomet UK Ltd)
Zimmer Slovakia,159575,OXF ANAT BRG RT MD SIZE 3 PMA,(Biomet UK Ltd)
Zimmer Slovakia,159578,OXF ANAT BRG RT MD SIZE 6 PMA,(Biomet UK Ltd)
Zimmer Slovakia,159582,OXF ANAT BRG RT LG SIZE 3 PMA,(Biomet UK Ltd)
Zimmer Slovakia,159583,OXF ANAT BRG RT LG SIZE 4 PMA,(Biomet UK Ltd)
Zimmer Slovakia,159585,OXF ANAT BRG RT LG SIZE 6 PMA,(Biomet UK Ltd)
Zimmer Slovakia,166579,OXF UNI CMNTLS TIB SZ E RM,(Biomet UK Ltd)
Zimmer Slovakia,166941,OXFORD UNI TWIN-PEG FEMORAL SM,(Changzhou Biomet Medical Devices Co)
Zimmer Slovakia,166942,OXFORD UNI TWIN-PEG FEMORAL MD,(Changzhou Biomet Medical Devices Co)
Zimmer Slovakia,166943,OXFORD UNI TWIN-PEG FEMORAL LG,(Changzhou Biomet Medical Devices Co)
Zimmer Slovakia,166944,OXFORD UNI TWIN-PEG FEMORAL XL,(Changzhou Biomet Medical Devices Co)
Zimmer Slovakia,010000660,G7 PPS LTD ACET SHELL 46B,(Biomet UK Ltd)
Zimmer Slovakia,010000661,G7 PPS LTD ACET SHELL 48C,(Biomet UK Ltd)
Zimmer Slovakia,010000662,G7 PPS LTD ACET SHELL 50D,(Biomet UK Ltd)
Zimmer Slovakia,010000663,G7 PPS LTD ACET SHELL 52E,(Biomet UK Ltd)
Zimmer Slovakia,010000664,G7 PPS LTD ACET SHELL 54F,(Biomet UK Ltd)
Zimmer Slovakia,010000665,G7 PPS LTD ACET SHELL 56F,(Biomet UK Ltd)
Zimmer Slovakia,010000666,G7 PPS LTD ACET SHELL 58G,(Biomet UK Ltd)
Zimmer Slovakia,010000667,G7 PPS LTD ACET SHELL 60G,(Biomet UK Ltd)
Zimmer Slovakia,010000668,G7 PPS LTD ACET SHELL 62H,(Biomet UK Ltd)
Zimmer Slovakia,010000669,G7 PPS LTD ACET SHELL 64H,(Biomet UK Ltd)
Zimmer Slovakia,010000743,G7 NEUTRAL ARCOMXL LNR 36MM H,(Biomet UK Ltd)
Zimmer Slovakia,010000937,G7 HI-WALL E1 LINER 36MM G,(Biomet UK Ltd)
Zimmer Slovakia,010000996,G7 SCREW 6.5MM X 15MM,(Biomet UK Ltd)
Zimmer Slovakia,010000997,G7 SCREW 6.5MM X 20MM,(Biomet UK Ltd)
Zimmer Slovakia,010000998,G7 SCREW 6.5MM X 25MM,(Biomet UK Ltd)
Zimmer Slovakia,010000999,G7 SCREW 6.5MM X 30MM,(Biomet UK Ltd)
Zimmer Slovakia,010001000,G7 SCREW 6.5MM X 35MM,(Biomet UK Ltd)
Zimmer Slovakia,010001001,G7 SCREW 6.5MM X 40MM,(Biomet UK Ltd)
Zimmer Slovakia,010001002,G7 SCREW 6.5MM X 45MM,(Biomet UK Ltd)
Zimmer Slovakia,010001003,G7 SCREW 6.5MM X 50MM,(Biomet UK Ltd)
Zimmer Slovakia,20103202,G7 LONGEVITY NEUTRAL 32MM B,(Zimmer US  Inc.)
Zimmer Slovakia,20103203,G7 LONGEVITY NEUTRAL 32MM C,(Zimmer US  Inc.)
Zimmer Slovakia,20103604,G7 LONGEVITY NEUTRAL 36MM D,(Zimmer US  Inc.)
Zimmer Slovakia,20103605,G7 LONGEVITY NEUTRAL 36MM E,(Zimmer US  Inc.)
Zimmer Slovakia,20103606,G7 LONGEVITY NEUTRAL 36MM F,(Zimmer US  Inc.)
Zimmer Slovakia,20103607,G7 LONGEVITY NEUTRAL 36MM G,(Zimmer US  Inc.)
Zimmer Slovakia,20103608,G7 LONGEVITY NEUTRAL 36MM H,(Zimmer US  Inc.)
Zimmer Slovakia,20123202,G7 LONGEVITY HIGH WALL 32MM B,(Zimmer US  Inc.)
Zimmer Slovakia,20123203,G7 LONGEVITY HIGH WALL 32MM C,(Zimmer US  Inc.)
Zimmer Slovakia,20123604,G7 LONGEVITY HIGH WALL 36MM D,(Zimmer US  Inc.)
Zimmer Slovakia,20123605,G7 LONGEVITY HIGH WALL 36MM E,(Zimmer US  Inc.)
Zimmer Slovakia,20123606,G7 LONGEVITY HIGH WALL 36MM F,(Zimmer US  Inc.)
Zimmer Slovakia,20123607,G7 LONGEVITY HIGH WALL 36MM G,(Zimmer US  Inc.)
Zimmer Slovakia,20123608,G7 LONGEVITY HIGH WALL 36MM H,(Zimmer US  Inc.)
Zimmer Slovakia,30103202,G7 VIT E NEUTRAL LNR 32MM B,(Zimmer US  Inc.)
Zimmer Slovakia,30103203,G7 VIT E NEUTRAL LNR 32MM C,(Zimmer US  Inc.)
Zimmer Slovakia,30103604,G7 VIT E NEUTRAL LNR 36MM D,(Zimmer US  Inc.)
Zimmer Slovakia,30103605,G7 VIT E NEUTRAL LNR 36MM E,(Zimmer US  Inc.)
Zimmer Slovakia,30103606,G7 VIT E NEUTRAL LNR 36MM F,(Zimmer US  Inc.)
Zimmer Slovakia,30103607,G7 VIT E NEUTRAL LNR 36MM G,(Zimmer US  Inc.)
Zimmer Slovakia,30103608,G7 VIT E NEUTRAL LNR 36MM H,(Zimmer US  Inc.)
Zimmer Slovakia,30123202,G7 VIT E HIGH WALL LNR 32MM B,(Zimmer US  Inc.)
Zimmer Slovakia,30123203,G7 VIT E HIGH WALL LNR 32MM C,(Zimmer US  Inc.)
Zimmer Slovakia,30123204,G7 VIT E HIGH WALL LNR 32MM D,(Zimmer US  Inc.)
Zimmer Slovakia,30123205,G7 VIT E HIGH WALL LNR 32MM E,(Zimmer US  Inc.)
Zimmer Slovakia,30123206,G7 VIT E HIGH WALL LNR 32MM F,(Zimmer US  Inc.)
Zimmer Slovakia,30123207,G7 VIT E HIGH WALL LNR 32MM G,(Zimmer US  Inc.)
Zimmer Slovakia,30123208,G7 VIT E HIGH WALL LNR 32MM H,(Zimmer US  Inc.)
Zimmer Slovakia,30123604,G7 VIT E HIGH WALL LNR 36MM D,(Zimmer US  Inc.)
Zimmer Slovakia,30123605,G7 VIT E HIGH WALL LNR 36MM E,(Zimmer US  Inc.)
Zimmer Slovakia,30123606,G7 VIT E HIGH WALL LNR 36MM F,(Zimmer US  Inc.)
Zimmer Slovakia,30123607,G7 VIT E HIGH WALL LNR 36MM G,(Zimmer US  Inc.)
Zimmer Slovakia,30123608,G7 VIT E HIGH WALL LNR 36MM H,(Zimmer US  Inc.)
Zimmer Slovakia,110003616,BIOLOX DELTA CER LNR 32MM C,(ZIMMER GmbH)
Zimmer Slovakia,110003621,BIOLOX DELTA CER LNR 32MM D,(ZIMMER GmbH)
Zimmer Slovakia,110003623,BIOLOX DELTA CER LNR 36MM F,(ZIMMER GmbH)
Zimmer Slovakia,110003628,BIOLOX DELTA CER LNR 36MM G,(ZIMMER GmbH)
Zimmer Slovakia,110003631,BIOLOX DELTA CER LNR 36MM H,(ZIMMER GmbH)
Zimmer Slovakia,110003634,BIOLOX DELTA CER LNR 36MM E,(ZIMMER GmbH)
Zimmer Slovakia,110010241,G7 OSSEOTI 3 HOLE SHELL 46MM B,(Biomet UK Ltd)
Zimmer Slovakia,110010242,G7 OSSEOTI 3 HOLE SHELL 48MM C,(Biomet UK Ltd)
Zimmer Slovakia,110010243,G7 OSSEOTI 3 HOLE SHELL 50MM D,(Biomet UK Ltd)
Zimmer Slovakia,110010244,G7 OSSEOTI 3 HOLE SHELL 52MM E,(Biomet UK Ltd)
Zimmer Slovakia,110010245,G7 OSSEOTI 4 HOLE SHELL 54MM F,(Biomet UK Ltd)
Zimmer Slovakia,110010246,G7 OSSEOTI 4 HOLE SHELL 56MM F,(Biomet UK Ltd)
Zimmer Slovakia,110010247,G7 OSSEOTI 4 HOLE SHELL 58MM G,(Biomet UK Ltd)
Zimmer Slovakia,110010248,G7 OSSEOTI 4 HOLE SHELL 60MM G,(Biomet UK Ltd)
Zimmer Slovakia,110010249,G7 OSSEOTI 4 HOLE SHELL 62MM H,(Biomet UK Ltd)
Zimmer Slovakia,110010250,G7 OSSEOTI 4 HOLE SHELL 64MM H,(Biomet UK Ltd)
Zimmer Slovakia,574101000,AVENIR CMPL HA STD NC SIZE 0,(ZIMMER GmbH)
Zimmer Slovakia,574101010,AVENIR CMPL HA STD NC SIZE 1,(ZIMMER GmbH)
Zimmer Slovakia,574101020,AVENIR CMPL HA STD NC SIZE 2,(ZIMMER GmbH)
Zimmer Slovakia,574101030,AVENIR CMPL HA STD NC SIZE 3,(ZIMMER GmbH)
Zimmer Slovakia,574101040,AVENIR CMPL HA STD NC SIZE 4,(ZIMMER GmbH)
Zimmer Slovakia,574101050,AVENIR CMPL HA STD NC SIZE 5,(ZIMMER GmbH)
Zimmer Slovakia,574101060,AVENIR CMPL HA STD NC SIZE 6,(ZIMMER GmbH)
Zimmer Slovakia,574101065,AVENIR CMPL HA STD NC SIZE 6.5,(ZIMMER GmbH)
Zimmer Slovakia,574101070,AVENIR CMPL HA STD NC SIZE 7,(ZIMMER GmbH)
Zimmer Slovakia,574101075,AVENIR CMPL HA STD NC SIZE 7.5,(ZIMMER GmbH)
Zimmer Slovakia,574101080,AVENIR CMPL HA STD NC SIZE 8,(ZIMMER GmbH)
Zimmer Slovakia,574101085,AVENIR CMPL HA STD NC SIZE 8.5,(ZIMMER GmbH)
Zimmer Slovakia,574101090,AVENIR CMPL HA STD NC SIZE 9,(ZIMMER GmbH)
Zimmer Slovakia,574102000,AVENIR CMPL HA HO NC SIZE 0,(ZIMMER GmbH)
Zimmer Slovakia,574102010,AVENIR CMPL HA HO NC SIZE 1,(ZIMMER GmbH)
Zimmer Slovakia,574102020,AVENIR CMPL HA HO NC SIZE 2,(ZIMMER GmbH)
Zimmer Slovakia,574102030,AVENIR CMPL HA HO NC SIZE 3,(ZIMMER GmbH)
Zimmer Slovakia,574102040,AVENIR CMPL HA HO NC SIZE 4,(ZIMMER GmbH)
Zimmer Slovakia,574102050,AVENIR CMPL HA HO NC SIZE 5,(ZIMMER GmbH)
Zimmer Slovakia,574102060,AVENIR CMPL HA HO NC SIZE 6,(ZIMMER GmbH)
Zimmer Slovakia,574102065,AVENIR CMPL HA HO NC SIZE 6.5,(ZIMMER GmbH)
Zimmer Slovakia,574102070,AVENIR CMPL HA HO NC SIZE 7,(ZIMMER GmbH)
Zimmer Slovakia,574102075,AVENIR CMPL HA HO NC SIZE 7.5,(ZIMMER GmbH)
